GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G3100490","Nebraska","31","310","Deuel County","049","0490",2185,2042,1,1,10,8,41,32,15
"G3100510","Nebraska","31","310","Dixon County","051","0510",6124,5999,4,2,11,31,4,257,50
"G3100530","Nebraska","31","310","Dodge County","053","0530",34132,34678,73,156,111,107,184,959,260
"G3100550","Nebraska","31","310","Douglas County","055","0550",359438,375317,45541,53330,2481,2809,8984,23954,8175
"G3100570","Nebraska","31","310","Dundy County","057","0570",2568,2222,0,1,5,18,9,32,19
"G3100590","Nebraska","31","310","Fillmore County","059","0590",7042,6485,14,14,33,29,14,60,46
"G3100610","Nebraska","31","310","Franklin County","061","0610",3915,3547,6,0,10,10,7,5,12
"G3100630","Nebraska","31","310","Frontier County","063","0630",3074,3046,1,3,4,8,22,20,22
"G3100650","Nebraska","31","310","Furnas County","065","0650",5515,5229,4,4,18,22,16,29,40
"G3100670","Nebraska","31","310","Gage County","067","0670",22530,22463,45,73,102,133,117,131,193
"G3100690","Nebraska","31","310","Garden County","069","0690",2455,2254,0,3,0,6,5,18,11
"G3100710","Nebraska","31","310","Garfield County","071","0710",2133,1879,0,0,3,4,5,9,10
"G3100730","Nebraska","31","310","Gosper County","073","0730",1927,2117,0,0,0,3,1,14,9
"G3100750","Nebraska","31","310","Grant County","075","0750",760,738,0,0,5,1,4,8,0
"G3100770","Nebraska","31","310","Greeley County","077","0770",2999,2658,0,18,4,2,3,23,13
"G3100790","Nebraska","31","310","Hall County","079","0790",47263,47467,145,195,150,164,1367,5043,665
"G3100810","Nebraska","31","310","Hamilton County","081","0810",8811,9255,9,17,9,11,33,67,53
"G3100830","Nebraska","31","310","Harlan County","083","0830",3804,3743,2,5,2,4,2,10,24
"G3100850","Nebraska","31","310","Hayes County","085","0850",1218,1038,0,2,2,0,2,22,6
"G3100870","Nebraska","31","310","Hitchcock County","087","0870",3733,3060,0,3,8,9,9,13,26
"G3100890","Nebraska","31","310","Holt County","089","0890",12537,11419,3,4,30,33,29,54,41
"G3100910","Nebraska","31","310","Hooker County","091","0910",792,773,0,0,0,3,1,2,5
"G3100930","Nebraska","31","310","Howard County","093","0930",6020,6481,1,20,12,16,22,29,21
"G3100950","Nebraska","31","310","Jefferson County","095","0950",8710,8201,4,6,23,32,22,59,35
"G3100970","Nebraska","31","310","Johnson County","097","0970",4541,4198,1,5,0,18,131,209,58
"G3100990","Nebraska","31","310","Kearney County","099","0990",6579,6732,0,11,3,14,47,85,40
"G3101010","Nebraska","31","310","Keith County","101","1010",8403,8587,10,7,49,63,122,147,71
"G3101030","Nebraska","31","310","Keya Paha County","103","1030",1028,977,0,0,1,2,0,0,4
"G3101050","Nebraska","31","310","Kimball County","105","1050",4074,3966,2,9,9,27,23,32,55
"G3101070","Nebraska","31","310","Knox County","107","1070",9031,8589,0,8,482,667,21,51,59
"G3101090","Nebraska","31","310","Lancaster County","109","1090",202663,225426,4659,7052,1207,1599,5112,11536,4678
"G3101110","Nebraska","31","310","Lincoln County","111","1110",31354,32795,95,188,120,175,939,1055,419
"G3101130","Nebraska","31","310","Logan County","113","1130",873,763,3,1,0,8,2,0,2
"G3101150","Nebraska","31","310","Loup County","115","1150",682,704,0,0,0,2,1,4,2
"G3101190","Nebraska","31","310","Madison County","119","1190",31734,32179,238,330,238,419,445,1936,362
"G3101170","Nebraska","31","310","McPherson County","117","1170",545,522,1,0,0,0,0,11,0
"G3101210","Nebraska","31","310","Merrick County","121","1210",7996,8066,3,18,13,8,30,73,39
"G3101230","Nebraska","31","310","Morrill County","123","1230",5202,5096,1,4,33,39,187,236,65
"G3101250","Nebraska","31","310","Nance County","125","1250",4250,3973,1,0,5,15,19,20,30
"G3101270","Nebraska","31","310","Nemaha County","127","1270",7876,7394,72,27,13,23,19,76,56
"G3101290","Nebraska","31","310","Nuckolls County","129","1290",5774,5002,1,1,8,3,3,35,16
"G3101310","Nebraska","31","310","Otoe County","131","1310",14138,14999,25,44,31,34,58,219,100
"G3101330","Nebraska","31","310","Pawnee County","133","1330",3304,3052,3,0,1,6,9,9,20
"G3101350","Nebraska","31","310","Perkins County","135","1350",3320,3126,0,1,8,9,39,50,14
"G3101370","Nebraska","31","310","Phelps County","137","1370",9653,9532,5,11,15,27,42,104,73
"G3101390","Nebraska","31","310","Pierce County","139","1390",7782,7751,0,6,25,28,20,36,36
"G3101410","Nebraska","31","310","Platte County","141","1410",29523,29854,54,111,61,90,182,1242,365
"G3101430","Nebraska","31","310","Polk County","143","1430",5632,5578,1,1,13,16,29,21,23
"G3101450","Nebraska","31","310","Red Willow County","145","1450",11568,11167,13,18,28,44,96,127,92
"G3101470","Nebraska","31","310","Richardson County","147","1470",9738,9116,5,18,176,221,18,35,141
"G3101490","Nebraska","31","310","Rock County","149","1490",2017,1739,0,0,1,8,1,4,5
"G3101510","Nebraska","31","310","Saline County","151","1510",12537,12872,16,50,24,52,138,710,159
"G3101530","Nebraska","31","310","Sarpy County","153","1530",93712,109335,5336,5340,399,515,3136,4714,2691
"G3101550","Nebraska","31","310","Saunders County","155","1550",18157,19530,15,21,46,57,67,113,109
"G3101570","Nebraska","31","310","Scotts Bluff County","157","1570",32822,32363,70,98,662,694,2471,3192,604
"G3101590","Nebraska","31","310","Seward County","159","1590",15334,16174,20,47,31,34,65,122,119
"G3101610","Nebraska","31","310","Sheridan County","161","1610",6200,5461,3,5,524,572,23,31,129
"G3101630","Nebraska","31","310","Sherman County","163","1630",3700,3268,0,2,3,7,15,23,18
"G3101650","Nebraska","31","310","Sioux County","165","1650",1510,1440,0,0,1,2,38,20,13
"G3101670","Nebraska","31","310","Stanton County","167","1670",6167,6243,23,27,37,31,17,97,57
"G3101690","Nebraska","31","310","Thayer County","169","1690",6595,5976,4,1,18,17,18,27,34
"G3101710","Nebraska","31","310","Thomas County","171","1710",847,725,0,0,4,2,0,0,2
"G3101730","Nebraska","31","310","Thurston County","173","1730",3861,3282,8,11,3046,3731,21,59,88
"G3101750","Nebraska","31","310","Valley County","175","1750",5127,4561,6,7,11,15,25,45,19
"G3101770","Nebraska","31","310","Washington County","177","1770",16403,18427,85,63,39,38,80,133,119
"G3101790","Nebraska","31","310","Wayne County","179","1790",9257,9534,40,93,28,34,39,119,71
"G3101810","Nebraska","31","310","Webster County","181","1810",4256,3984,1,6,6,11,16,31,29
"G3101830","Nebraska","31","310","Wheeler County","183","1830",945,878,0,0,0,2,3,5,1
"G3101850","Nebraska","31","310","York County","185","1850",14216,14128,89,140,48,42,75,176,112
"G3205100","Nevada","32","320","Carson City","510","5100",36693,44744,698,946,1106,1259,1946,4397,1111
"G3200010","Nevada","32","320","Churchill County","001","0010",16028,20192,203,383,895,1146,812,1476,785
"G3200030","Nevada","32","320","Clark County","003","0030",602658,984796,70738,124885,6416,10895,61647,197424,57765
"G3200050","Nevada","32","320","Douglas County","005","0050",26130,37908,86,129,570,692,851,1628,902
"G3200070","Nevada","32","320","Elko County","007","0070",28970,37159,266,267,2128,2400,2166,4207,1258
"G3200090","Nevada","32","320","Esmeralda County","009","0090",1171,796,7,1,74,50,92,76,48
"G3200110","Nevada","32","320","Eureka County","011","0110",1442,1474,5,7,41,26,59,86,58
"G3200130","Nevada","32","320","Humboldt County","013","0130",10761,13401,81,82,714,647,1288,1478,498
"G3200150","Nevada","32","320","Lander County","015","0150",5663,4891,9,12,295,231,299,524,136
"G3200170","Nevada","32","320","Lincoln County","017","0170",3555,3811,81,74,58,73,81,127,80
"G3200190","Nevada","32","320","Lyon County","019","0190",18387,30576,66,225,623,844,925,1842,1014
"G3200210","Nevada","32","320","Mineral County","021","0210",5142,3747,351,242,748,779,234,182,121
"G3200230","Nevada","32","320","Nye County","023","0230",16393,29117,291,383,499,636,598,1327,1022
"G3200270","Nevada","32","320","Pershing County","027","0270",3763,5200,13,358,204,229,356,685,221
"G3200290","Nevada","32","320","Storey County","029","0290",2390,3161,8,10,51,49,77,96,83
"G3200310","Nevada","32","320","Washoe County","031","0310",225095,272985,5680,7093,4921,6162,18971,42113,11133
"G3200330","Nevada","32","320","White Pine County","033","0330",8454,7928,188,380,294,302,328,378,193
"G3300010","New Hampshire","33","330","Belknap County","001","0010",48788,54979,67,165,108,170,253,416,595
"G3300030","New Hampshire","33","330","Carroll County","003","0030",35150,42890,66,73,60,122,134,246,335
"G3300050","New Hampshire","33","330","Cheshire County","005","0050",69404,72167,207,271,147,226,363,507,654
"G3300070","New Hampshire","33","330","Coos County","007","0070",34563,32466,37,40,62,93,166,181,331
"G3300090","New Hampshire","33","330","Grafton County","009","0090",73395,78276,404,435,186,255,944,1751,1026
"G3300110","New Hampshire","33","330","Hillsborough County","011","0110",326821,357615,3001,4904,612,943,5639,12719,4660
"G3300130","New Hampshire","33","330","Merrimack County","013","0130",118580,132254,451,730,224,311,750,1515,1415
"G3300150","New Hampshire","33","330","Rockingham County","015","0150",240203,268486,2326,1619,395,487,2921,4224,2543
"G3300170","New Hampshire","33","330","Strafford County","017","0170",102308,108073,575,702,212,238,1138,1946,1274
"G3300190","New Hampshire","33","330","Sullivan County","019","0190",38221,39645,64,96,128,119,179,217,381
"G3400010","New Jersey","34","340","Atlantic County","001","0010",172088,172632,39064,44534,565,669,12610,28192,6525
"G3400030","New Jersey","34","340","Bergen County","003","0030",717907,693236,40031,46568,1060,1336,66382,123020,19958
"G3400050","New Jersey","34","340","Burlington County","005","0050",324731,331898,56545,64071,949,898,12841,17777,8750
"G3400070","New Jersey","34","340","Camden County","007","0070",385350,360756,81665,92059,1055,1300,34754,45006,9811
"G3400090","New Jersey","34","340","Cape May County","009","0090",88097,93700,5334,5178,213,186,1445,2080,1182
"G3400110","New Jersey","34","340","Cumberland County","011","0110",101467,96478,23318,29585,1311,1419,11957,14779,4177
"G3400130","New Jersey","34","340","Essex County","013","0130",398024,352859,316262,327324,1639,1861,62281,84434,27155
"G3400150","New Jersey","34","340","Gloucester County","015","0150",205509,221742,19935,23084,440,487,4198,6053,3307
"G3400170","New Jersey","34","340","Hudson County","017","0170",380612,338457,79770,82098,1460,2547,91257,151578,34295
"G3400190","New Jersey","34","340","Hunterdon County","019","0190",103768,114563,2217,2743,111,169,1680,3304,1210
"G3400210","New Jersey","34","340","Mercer County","021","0210",244656,240206,61481,69502,533,688,19154,32746,7619
"G3400230","New Jersey","34","340","Middlesex County","023","0230",550006,513298,53629,68467,1066,1521,67079,147379,19497
"G3400250","New Jersey","34","340","Monmouth County","025","0250",483277,519261,47229,49609,712,879,21906,35241,10311
"G3400270","New Jersey","34","340","Morris County","027","0270",386681,410042,12491,13181,429,572,21752,39091,7326
"G3400290","New Jersey","34","340","Ocean County","029","0290",412709,475391,12035,15268,615,702,7844,12986,6569
"G3400310","New Jersey","34","340","Passaic County","031","0310",325530,304786,66077,64647,1161,2166,60292,97662,19788
"G3400330","New Jersey","34","340","Salem County","033","0330",54394,52195,9567,9498,218,226,1115,1425,941
"G3400350","New Jersey","34","340","Somerset County","035","0350",211384,236042,14824,22396,243,375,13828,33220,5457
"G3400370","New Jersey","34","340","Sussex County","037","0370",127831,138015,1242,1502,196,161,1674,2838,1650
"G3400390","New Jersey","34","340","Union County","039","0390",367416,342302,92807,108593,880,1215,32716,53471,16960
"G3400410","New Jersey","34","340","Warren County","041","0410",89028,96846,1302,1914,114,115,1163,2295,1267
"G3500010","New Mexico","35","350","Bernalillo County","001","0010",369445,393851,13199,15401,16296,23175,81637,100771,23480
"G3500030","New Mexico","35","350","Catron County","003","0030",2508,3109,7,10,21,78,27,218,128
"G3500050","New Mexico","35","350","Chaves County","005","0050",47790,44167,1197,1209,375,694,8487,13399,1913
"G3500060","New Mexico","35","350","Cibola County","006","0060",13899,10138,191,246,9155,10319,549,4064,828
"G3500070","New Mexico","35","350","Colfax County","007","0070",10697,11564,44,45,95,209,2089,1862,509
"G3500090","New Mexico","35","350","Curry County","009","0090",31904,32613,2909,3090,279,451,7115,7202,1688
"G3500110","New Mexico","35","350","De Baca County","011","0110",2107,1882,2,1,42,21,101,286,50
"G3500130","New Mexico","35","350","Doña Ana County","013","0130",123434,118478,2172,2723,1009,2580,8895,44656,6245
"G3500150","New Mexico","35","350","Eddy County","015","0150",39597,39438,826,805,249,646,7933,9407,1362
"G3500170","New Mexico","35","350","Grant County","017","0170",25745,23459,137,162,229,419,1565,5997,965
"G3500190","New Mexico","35","350","Guadalupe County","019","0190",3076,2530,12,62,21,53,1047,1855,180
"G3500210","New Mexico","35","350","Harding County","021","0210",787,683,2,3,5,11,193,86,27
"G3500230","New Mexico","35","350","Hidalgo County","023","0230",5457,4970,11,24,20,46,470,722,170
"G3500250","New Mexico","35","350","Lea County","025","0250",45817,37263,2611,2426,355,551,6982,13457,1814
"G3500270","New Mexico","35","350","Lincoln County","027","0270",11175,16228,65,68,132,379,847,2254,482
"G3500280","New Mexico","35","350","Los Alamos County","028","0280",17064,16556,96,67,126,107,829,1195,418
"G3500290","New Mexico","35","350","Luna County","029","0290",16297,18587,253,236,107,278,1453,5145,770
"G3500310","New Mexico","35","350","McKinley County","031","0310",13295,12257,295,296,43570,55892,3526,4471,1882
"G3500330","New Mexico","35","350","Mora County","033","0330",2423,3050,2,5,21,59,1818,1921,145
"G3500350","New Mexico","35","350","Otero County","035","0350",41313,45919,2755,2440,2984,3614,4876,8083,2242
"G3500370","New Mexico","35","350","Quay County","037","0370",8031,8336,151,85,109,129,2532,1326,279
"G3500390","New Mexico","35","350","Rio Arriba County","039","0390",24323,23320,138,143,5225,5717,4679,10657,1353
"G3500410","New Mexico","35","350","Roosevelt County","041","0410",13317,13359,221,298,140,199,3024,3684,478
"G3500450","New Mexico","35","350","San Juan County","045","0450",51806,60118,429,499,33646,41968,5724,8057,3159
"G3500470","New Mexico","35","350","San Miguel County","047","0470",16392,16938,170,236,222,549,8959,11098,1305
"G3500430","New Mexico","35","350","Sandoval County","043","0430",43440,58512,939,1535,12491,14634,6449,12110,3117
"G3500490","New Mexico","35","350","Santa Fe County","049","0490",79390,95053,615,826,2822,3982,16101,24163,5268
"G3500510","New Mexico","35","350","Sierra County","051","0510",9254,11541,39,64,77,197,542,1131,337
"G3500530","New Mexico","35","350","Socorro County","053","0530",11423,11365,114,116,1491,1974,1736,3850,773
"G3500550","New Mexico","35","350","Taos County","055","0550",16868,19118,63,105,1571,1975,4616,7596,1185
"G3500570","New Mexico","35","350","Torrance County","057","0570",8951,12495,43,280,128,354,1163,3111,671
"G3500590","New Mexico","35","350","Union County","059","0590",3966,3355,2,0,13,40,143,687,92
"G3500610","New Mexico","35","350","Valencia County","061","0610",35037,44001,500,837,1329,2183,8369,16119,3012
"G3600010","New York","36","360","Albany County","001","0010",260596,245060,24702,32624,531,605,6765,11276,5000
"G3600030","New York","36","360","Allegany County","003","0030",49670,48444,305,361,103,139,392,543,440
"G3600050","New York","36","360","Bronx County","005","0050",430077,398003,449399,475007,6069,11371,318244,371227,77042
"G3600070","New York","36","360","Broome County","007","0070",202949,183153,4333,6575,355,384,4523,7231,3193
"G3600090","New York","36","360","Cattaraugus County","009","0090",81091,79444,757,890,1866,2181,520,593,847
"G3600110","New York","36","360","Cayuga County","011","0110",78320,76501,2995,3272,275,256,723,1086,848
"G3600130","New York","36","360","Chautauqua County","013","0130",136311,131416,2405,3051,558,598,2621,2960,1725
"G3600150","New York","36","360","Chemung County","015","0150",88370,82840,5245,5303,211,210,1369,1406,1311
"G3600170","New York","36","360","Chenango County","017","0170",50976,50191,384,422,145,141,263,269,378
"G3600190","New York","36","360","Clinton County","019","0190",80595,74562,3744,2863,209,291,1421,1432,746
"G3600210","New York","36","360","Columbia County","021","0210",59889,58105,2441,2850,109,132,543,1095,912
"G3600230","New York","36","360","Cortland County","023","0230",48132,47115,348,416,135,133,348,360,575
"G3600250","New York","36","360","Delaware County","025","0250",46307,46346,476,568,116,149,326,517,475
"G3600270","New York","36","360","Dutchess County","027","0270",229194,234385,21788,26097,374,609,8106,13762,5297
"G3600290","New York","36","360","Erie County","029","0290",831903,780942,109852,123529,5600,5755,21177,27557,12482
"G3600310","New York","36","360","Essex County","031","0310",35682,36848,1051,1092,94,122,325,453,336
"G3600330","New York","36","360","Franklin County","033","0330",41897,42970,1741,3389,2348,3171,554,1250,354
"G3600350","New York","36","360","Fulton County","035","0350",53121,52863,647,992,100,105,323,610,503
"G3600370","New York","36","360","Genesee County","037","0370",57937,57167,1065,1284,683,470,375,736,713
"G3600390","New York","36","360","Greene County","039","0390",41603,43740,2170,2664,133,135,833,1002,654
"G3600410","New York","36","360","Hamilton County","041","0410",5247,5257,12,24,10,14,10,47,37
"G3600430","New York","36","360","Herkimer County","043","0430",65285,63031,188,329,109,139,215,387,541
"G3600450","New York","36","360","Jefferson County","045","0450",101157,99118,6501,6517,436,589,2849,3479,2035
"G3600470","New York","36","360","Kings County","047","0470",1078549,1015728,872305,898350,7969,10117,341841,435840,105291
"G3600490","New York","36","360","Lewis County","049","0490",26470,26451,113,106,61,76,152,153,158
"G3600510","New York","36","360","Livingston County","051","0510",59983,60494,1513,1938,188,172,688,1057,667
"G3600530","New York","36","360","Madison County","053","0530",67481,67006,752,916,260,358,627,581,580
"G3600550","New York","36","360","Monroe County","055","0550",600328,581961,85041,101078,2020,1950,26579,36067,14287
"G3600570","New York","36","360","Montgomery County","057","0570",50173,47160,444,572,94,124,1270,1221,631
"G3600590","New York","36","360","Nassau County","059","0590",1115119,1058285,111057,134673,1642,2112,59530,111178,28296
"G3600610","New York","36","360","New York County","061","0610",867227,835610,326967,267302,5728,7617,287614,362990,63676
"G3600630","New York","36","360","Niagara County","063","0630",205308,199404,12104,13520,2011,2069,1333,2194,2659
"G3600650","New York","36","360","Oneida County","065","0650",232461,212414,13661,13521,504,549,4210,5402,3583
"G3600670","New York","36","360","Onondaga County","067","0670",418533,388555,37724,43011,3259,3945,9457,13792,9033
"G3600690","New York","36","360","Ontario County","069","0690",92273,95256,1718,2068,228,223,882,1414,1263
"G3600710","New York","36","360","Orange County","071","0710",273600,285721,22223,27601,824,1205,11000,19242,7598
"G3600730","New York","36","360","Orleans County","073","0730",38288,39367,2754,3230,194,203,610,836,535
"G3600750","New York","36","360","Oswego County","075","0750",119910,118918,619,717,429,498,813,1107,1137
"G3600770","New York","36","360","Otsego County","077","0770",59111,59083,810,1079,116,141,480,727,646
"G3600790","New York","36","360","Putnam County","079","0790",81827,89876,851,1562,121,137,1142,2810,1360
"G3600810","New York","36","360","Queens County","081","0810",1129192,982725,423211,446189,7050,11077,392145,653218,136170
"G3600830","New York","36","360","Rensselaer County","083","0830",146197,139002,5170,7147,277,347,2785,3997,2045
"G3600850","New York","36","360","Richmond County","085","0850",322043,344319,30630,42914,715,1107,25589,43608,11780
"G3600870","New York","36","360","Rockland County","087","0870",222858,220538,26468,31472,654,676,15495,26869,7198
"G3600910","New York","36","360","Saratoga County","091","0910",176903,192579,2278,2725,264,361,1831,2967,2003
"G3600930","New York","36","360","Schenectady County","093","0930",139843,128631,6348,9953,261,341,2833,4700,2930
"G3600950","New York","36","360","Schoharie County","095","0950",31096,30514,428,403,69,96,266,276,293
"G3600970","New York","36","360","Schuyler County","097","0970",18353,18548,157,279,50,77,102,130,190
"G3600990","New York","36","360","Seneca County","099","0990",32731,31682,538,758,84,83,330,454,365
"G3600890","New York","36","360","St. Lawrence County","089","0890",108270,105782,1621,2664,830,977,1253,1605,903
"G3601010","New York","36","360","Steuben County","101","1010",97039,95198,1153,1347,205,266,691,1117,798
"G3601030","New York","36","360","Suffolk County","103","1030",1190315,1200755,82910,98553,2994,3807,45645,87070,29184
"G3601050","New York","36","360","Sullivan County","105","1050",61248,63103,5884,6292,140,197,2005,2993,1381
"G3601070","New York","36","360","Tioga County","107","1070",51498,50501,314,282,95,112,430,411,478
"G3601090","New York","36","360","Tompkins County","109","1090",84874,82507,3132,3508,281,275,5810,8031,2180
"G3601110","New York","36","360","Ulster County","111","1110",153130,158042,8055,9646,470,472,3649,6076,3513
"G3601130","New York","36","360","Warren County","113","1130",58452,61705,301,395,110,130,346,499,574
"G3601150","New York","36","360","Washington County","115","1150",56705,57973,2051,1785,104,125,470,691,468
"G3601170","New York","36","360","Wayne County","117","1170",85014,87954,2793,3044,240,245,1076,1270,1252
"G3601190","New York","36","360","Westchester County","119","1190",694308,658858,120195,131132,1405,2343,58958,102965,28161
"G3601210","New York","36","360","Wyoming County","121","1210",39735,39880,2065,2395,89,116,618,743,290
"G3601230","New York","36","360","Yates County","123","1230",22501,24103,148,139,47,36,114,161,182
"G3700010","North Carolina","37","370","Alamance County","001","0010",86373,98900,20822,24544,303,462,715,5377,1517
"G3700030","North Carolina","37","370","Alexander County","003","0030",25667,30915,1673,1557,52,50,152,800,281
"G3700050","North Carolina","37","370","Alleghany County","005","0050",9338,10217,177,131,8,28,67,209,92
"G3700070","North Carolina","37","370","Anson County","007","0070",12264,12519,11106,12295,69,113,35,231,117
"G3700090","North Carolina","37","370","Ashe County","009","0090",21960,23691,144,162,21,79,84,316,136
"G3700110","North Carolina","37","370","Avery County","011","0110",14596,16129,158,598,23,58,90,260,122
"G3700130","North Carolina","37","370","Beaufort County","013","0130",28949,30768,13194,13051,28,74,112,747,318
"G3700150","North Carolina","37","370","Bertie County","015","0150",7790,7178,12531,12326,46,87,21,87,95
"G3700170","North Carolina","37","370","Bladen County","017","0170",16926,18469,11199,12235,464,657,74,681,236
"G3700190","North Carolina","37","370","Brunswick County","019","0190",41336,60200,9211,10516,242,494,196,1195,738
"G3700210","North Carolina","37","370","Buncombe County","021","0210",158979,183761,14336,15425,486,803,1020,3812,2529
"G3700230","North Carolina","37","370","Burke County","023","0230",69521,76678,5178,5984,133,270,912,5222,994
"G3700250","North Carolina","37","370","Cabarrus County","025","0250",85286,109127,12853,15961,313,443,483,4239,1293
"G3700270","North Carolina","37","370","Caldwell County","027","0270",66506,71017,3881,4223,105,162,217,1425,588
"G3700290","North Carolina","37","370","Camden County","029","0290",4388,5551,1481,1189,21,29,14,50,66
"G3700310","North Carolina","37","370","Carteret County","031","0310",47445,53611,4385,4151,269,258,457,715,648
"G3700330","North Carolina","37","370","Caswell County","033","0330",12155,14352,8436,8583,26,45,76,318,203
"G3700350","North Carolina","37","370","Catawba County","035","0350",106370,120422,10689,11862,232,365,1121,7419,1617
"G3700370","North Carolina","37","370","Chatham County","037","0370",29423,36969,8845,8422,125,201,366,3178,559
"G3700390","North Carolina","37","370","Cherokee County","039","0390",19313,23040,361,387,405,396,91,181,294
"G3700410","North Carolina","37","370","Chowan County","041","0410",8349,8794,5087,5450,24,43,46,138,101
"G3700430","North Carolina","37","370","Clay County","043","0430",7061,8600,41,70,39,29,14,27,49
"G3700450","North Carolina","37","370","Cleveland County","045","0450",66362,73955,17741,20155,114,145,497,1336,696
"G3700470","North Carolina","37","370","Columbus County","047","0470",32897,34737,15181,16934,1370,1706,139,951,421
"G3700490","North Carolina","37","370","Craven County","049","0490",58660,63952,21116,22966,319,388,1518,2591,1539
"G3700510","North Carolina","37","370","Cumberland County","051","0510",170069,167093,87496,105731,4425,4691,12576,16073,9375
"G3700530","North Carolina","37","370","Currituck County","053","0530",12051,16445,1545,1318,66,83,74,168,176
"G3700550","North Carolina","37","370","Dare County","055","0550",21766,28393,811,797,37,83,132,393,301
"G3700570","North Carolina","37","370","Davidson County","057","0570",113296,128184,12314,13463,395,545,672,3668,1386
"G3700590","North Carolina","37","370","Davie County","059","0590",25194,31504,2482,2368,86,79,97,574,310
"G3700610","North Carolina","37","370","Duplin County","061","0610",25927,28785,13259,14198,104,113,705,5445,522
"G3700630","North Carolina","37","370","Durham County","063","0630",109886,113698,67654,88109,425,660,3870,16833,4014
"G3700650","North Carolina","37","370","Edgecombe County","065","0650",24665,22278,31661,31949,73,109,159,947,323
"G3700670","North Carolina","37","370","Forsyth County","067","0670",196918,209552,66102,78388,551,923,2307,13230,3974
"G3700690","North Carolina","37","370","Franklin County","069","0690",23288,31190,12843,14193,74,208,209,1239,430
"G3700710","North Carolina","37","370","Gaston County","071","0710",150868,157965,22676,26405,397,525,1152,3822,1648
"G3700730","North Carolina","37","370","Gates County","073","0730",5101,6213,4180,4120,8,44,16,40,99
"G3700750","North Carolina","37","370","Graham County","075","0750",6731,7346,1,15,454,547,10,24,61
"G3700770","North Carolina","37","370","Granville County","077","0770",23069,29459,14909,16943,99,222,268,1362,512
"G3700790","North Carolina","37","370","Greene County","079","0790",8747,9835,6521,7820,16,57,100,1110,152
"G3700810","North Carolina","37","370","Guilford County","081","0810",249584,271686,91655,123253,1637,1944,4544,18039,6126
"G3700830","North Carolina","37","370","Halifax County","083","0830",26009,24424,27586,30151,1711,1801,210,589,405
"G3700850","North Carolina","37","370","Harnett County","085","0850",51117,64744,15315,20481,601,794,789,3576,1430
"G3700870","North Carolina","37","370","Haywood County","087","0870",46011,52330,648,684,180,266,103,371,382
"G3700890","North Carolina","37","370","Henderson County","089","0890",66158,82505,2361,2725,197,245,569,2799,899
"G3700910","North Carolina","37","370","Hertford County","091","0910",9214,8464,12970,13459,228,269,111,223,186
"G3700930","North Carolina","37","370","Hoke County","093","0930",9635,14982,9878,12664,3176,3852,167,1430,718
"G3700950","North Carolina","37","370","Hyde County","095","0950",3596,3650,1781,2043,4,18,30,70,45
"G3700970","North Carolina","37","370","Iredell County","097","0970",77207,100785,14869,16762,193,328,662,3636,1149
"G3700990","North Carolina","37","370","Jackson County","099","0990",23609,28378,425,552,2667,3379,145,356,456
"G3701010","North Carolina","37","370","Johnston County","101","1010",65773,95237,14389,19090,178,494,966,5941,1203
"G3701030","North Carolina","37","370","Jones County","103","1030",5687,6329,3677,3724,8,37,42,196,95
"G3701050","North Carolina","37","370","Lee County","105","1050",31216,34343,9401,10032,169,206,588,3940,519
"G3701070","North Carolina","37","370","Lenoir County","107","1070",34322,33685,22539,24115,70,106,343,1351,391
"G3701090","North Carolina","37","370","Lincoln County","109","1090",45710,57557,4108,4108,120,172,381,1308,635
"G3701130","North Carolina","37","370","Macon County","113","1130",22919,28969,385,357,76,84,119,213,188
"G3701150","North Carolina","37","370","Madison County","115","1150",16744,19169,136,162,19,53,54,135,116
"G3701170","North Carolina","37","370","Martin County","117","1170",13788,13447,11186,11611,20,74,84,300,161
"G3701110","North Carolina","37","370","McDowell County","111","1110",33901,38853,1479,1753,72,122,229,1071,352
"G3701190","North Carolina","37","370","Mecklenburg County","119","1190",364651,445250,134468,193838,1936,2439,10378,43182,10745
"G3701210","North Carolina","37","370","Mitchell County","121","1210",14354,15353,23,34,19,70,37,136,94
"G3701230","North Carolina","37","370","Montgomery County","123","1230",16773,18527,6001,5857,92,108,480,1985,345
"G3701250","North Carolina","37","370","Moore County","125","1250",47464,60002,10882,11589,309,506,358,2012,660
"G3701270","North Carolina","37","370","Nash County","127","1270",51874,54152,24142,29664,218,397,443,2319,888
"G3701290","North Carolina","37","370","New Hanover County","129","1290",94895,128098,24097,27203,435,627,857,2695,1684
"G3701310","North Carolina","37","370","Northampton County","131","1310",8397,8633,12328,13125,42,71,31,118,139
"G3701330","North Carolina","37","370","Onslow County","133","1330",111939,108351,29808,27790,939,1108,7152,8258,4848
"G3701350","North Carolina","37","370","Orange County","135","1350",75871,92272,14893,16298,286,457,2801,7177,2023
"G3701370","North Carolina","37","370","Pamlico County","137","1370",8362,9464,2951,3178,33,68,26,128,96
"G3701390","North Carolina","37","370","Pasquotank County","139","1390",19403,19866,11583,13975,59,130,253,485,441
"G3701410","North Carolina","37","370","Pender County","141","1410",19828,29882,8770,9689,76,201,181,922,388
"G3701430","North Carolina","37","370","Perquimans County","143","1430",6979,8051,3426,3182,18,20,24,42,73
